日期,收盘,开盘,高,低,交易量,涨跌幅
1996/3/25,597.82,612.88,617.75,597.82,,-2.46%
1996/3/22,612.88,611.51,615.37,605.87,,0.22%
1996/3/21,611.51,615.26,617.55,610.48,,-0.61%
1996/3/20,615.26,629.39,629.39,613.44,,-2.25%
1996/3/19,629.39,633.26,637.92,626.83,,-0.61%
1996/3/18,633.26,621.71,633.44,621.71,,1.86%
1996/3/15,621.71,610.56,622.68,610.56,,1.83%
1996/3/14,610.56,614.75,619.03,610.55,,-0.68%
1996/3/13,614.75,599.02,615.89,599.02,,2.63%
1996/3/12,599.02,605.48,605.48,592.6,,-1.07%
1996/3/11,605.48,591.71,605.62,591.71,,2.33%
1996/3/8,591.71,609.55,609.55,585.33,,-2.93%
1996/3/7,609.55,607.84,612.52,606.29,,0.28%
1996/3/6,607.84,615.88,617.22,607.8,,-1.31%
1996/3/5,615.88,601.5,616.06,600.46,,2.39%
1996/3/4,601.5,604.76,609.84,600.08,,-0.54%
1996/3/1,604.76,622.83,622.83,601.04,,-2.90%
1996/2/29,622.83,631.44,631.44,620.88,,-1.36%
1996/2/28,631.44,631.1,638.79,629.9,,0.05%
1996/2/27,631.1,637.92,640.57,628.45,,-1.07%
1996/2/26,637.92,642.59,645.24,636.56,,-0.73%
1996/2/23,642.59,643.41,647.34,634.6,,-0.13%
1996/2/22,643.41,627.28,644.21,627.28,,2.57%
1996/2/21,627.28,616.83,627.56,616.83,,1.69%
1996/2/20,616.83,619.04,621.9,611.73,,-0.36%
1996/2/16,619.04,620.23,623.29,614.91,,-0.19%
1996/2/15,620.23,617.59,621.77,615.55,,0.43%
1996/2/14,617.59,618.54,623.63,613.25,,-0.15%
1996/2/13,618.54,625.3,626.51,612.04,,-1.08%
1996/2/12,625.29,623.01,629.01,623.01,,0.37%
1996/2/9,623.01,623.8,629.4,620.08,,-0.13%
1996/2/8,623.8,615.07,625.23,610.1,,1.42%
1996/2/7,615.07,619.17,619.33,610.35,,-0.67%
1996/2/6,619.2,615.47,621.65,614.87,,0.61%
1996/2/5,615.47,601.5,615.47,600.67,,2.34%
1996/2/2,601.42,601.88,606.6,599.36,,-0.08%
1996/2/1,601.88,591.82,601.88,589.01,,1.70%
1996/1/31,591.82,583.99,591.84,580.43,,1.34%
1996/1/30,583.99,576.23,585.26,576.23,,1.35%
1996/1/29,576.23,577.05,580.48,574.45,,-0.14%
1996/1/26,577.05,572.26,577.05,568.33,,0.84%
1996/1/25,572.26,582.14,584.56,571.52,,-1.70%
1996/1/24,582.14,567.35,582.29,567.35,,2.61%
1996/1/23,567.35,571.25,572.92,566.92,,-0.68%
1996/1/22,571.25,564.64,572.01,563.68,,1.17%
1996/1/19,564.64,554.32,566.12,554.28,,1.86%
1996/1/18,554.32,545.51,555.24,545.51,,1.62%
1996/1/17,545.51,546.05,555.7,534.87,,-0.10%
1996/1/16,546.05,534.44,546.47,526.8,,2.17%
1996/1/15,534.44,552.75,554.36,533.65,,-3.31%
1996/1/12,552.71,555.2,558.96,546.71,,-0.45%
1996/1/11,555.2,535.29,555.22,535.29,,3.72%
1996/1/10,535.29,534.42,545.19,527.22,,0.16%
1996/1/9,534.42,562.42,562.48,533.51,,-5.10%
1996/1/8,563.15,565.14,568.23,562.22,,-0.35%
1996/1/5,565.14,563.48,568.85,552.18,,0.29%
1996/1/4,563.48,572.29,575.6,552.69,,-1.54%
1996/1/3,572.29,585.94,586.32,571.42,,-2.33%
1996/1/2,585.94,576.23,586.29,573.89,,1.69%
1995/12/29,576.23,571.96,577.08,569.45,,0.75%
1995/12/28,571.96,580.37,580.37,571.05,,-1.45%
1995/12/27,580.37,585.09,587.81,580.01,,-0.81%
1995/12/26,585.09,585.18,586.58,582.59,,-0.02%
1995/12/22,585.18,580.76,585.44,580.74,,0.76%
1995/12/21,580.76,565.15,580.76,565.15,,2.76%
1995/12/20,565.15,575.01,581.07,565.08,,-1.71%
1995/12/19,575.01,548.04,575.02,548.04,,4.92%
1995/12/18,548.04,563.28,563.28,540.97,,-2.71%
1995/12/15,563.28,566.29,571.06,560.35,,-0.53%
1995/12/14,566.29,587.54,590.14,566.27,,-3.62%
1995/12/13,587.54,585.04,590.69,583.91,,0.43%
1995/12/12,585.04,596.11,597.35,584.53,,-1.86%
1995/12/11,596.11,599.38,602.39,596.1,,-0.55%
1995/12/8,599.38,587.13,599.58,586.75,,2.09%
1995/12/7,587.13,589.98,592.63,579.76,,-0.48%
1995/12/6,589.98,591.23,595.58,582.33,,-0.21%
1995/12/5,591.23,598,600.35,588.91,,-1.13%
1995/12/4,598,586.93,604.13,586.93,,1.87%
1995/12/1,587.02,593.72,595.77,586.18,,-1.13%
1995/11/30,593.72,599.58,602.29,593.52,,-0.98%
1995/11/29,599.58,598,604.79,593.18,,0.26%
1995/11/28,598,573.91,598.07,573.91,,4.20%
1995/11/27,573.91,578.32,585.88,573.91,,-0.76%
1995/11/24,578.32,569.04,578.35,569.04,,1.63%
1995/11/22,569.04,574.22,580,568.99,,-0.90%
1995/11/21,574.22,571.67,576.22,562.5,,0.45%
1995/11/20,571.67,588.81,593.73,571.67,,-2.91%
1995/11/17,588.81,591.7,594.25,587.4,,-0.49%
1995/11/16,591.7,593.48,597.73,586.94,,-0.30%
1995/11/15,593.48,591.68,597.07,582.41,,0.30%
1995/11/14,591.68,608.32,608.5,591.6,,-2.74%
1995/11/13,608.32,613.61,616.16,607.15,,-0.86%
1995/11/10,613.61,616.95,620.98,611.64,,-0.54%
1995/11/9,616.95,598.72,617.02,598.72,,3.04%
1995/11/8,598.72,596.2,606.4,594.75,,0.42%
1995/11/7,596.23,615.72,615.72,591.2,,-3.17%
1995/11/6,615.72,621.71,623.53,615.66,,-0.96%
1995/11/3,621.71,614.69,621.71,612.09,,1.14%
1995/11/2,614.69,600.91,614.79,600.65,,2.29%
1995/11/1,600.91,598.78,603,595.39,,0.36%
1995/10/31,598.78,607.1,613,598.77,,-1.37%
1995/10/30,607.1,593.53,609.38,593.53,,2.29%
1995/10/27,593.53,582.47,593.53,580.25,,1.90%
1995/10/26,582.47,584.33,588.13,572.49,,-0.32%
1995/10/25,584.33,594.23,595.2,584.33,,-1.67%
1995/10/24,594.23,593.2,597.56,593.02,,0.16%
1995/10/23,593.27,587.84,594.73,586.01,,0.23%
1995/10/20,591.88,601.26,601.98,590.13,,-1.56%
1995/10/19,601.26,597.97,602.6,591,,0.62%
1995/10/18,597.58,589.43,605.18,589.43,,1.38%
1995/10/17,589.43,568.46,589.43,568.46,,3.69%
1995/10/16,568.46,570.01,573.92,567.01,,-0.27%
1995/10/13,570,573.1,579.68,569.35,,-0.54%
1995/10/12,573.1,564.33,573.49,564.33,,1.55%
1995/10/11,564.33,550.76,564.65,550.76,,2.46%
1995/10/10,550.76,546.93,551.68,527.89,,0.70%
1995/10/9,546.93,567.41,567.41,543.04,,-3.61%
1995/10/6,567.42,572.75,581.74,566.98,,-0.93%
1995/10/5,572.75,558.99,572.76,556.61,,2.46%
1995/10/4,558.99,573.16,573.16,557.43,,-2.47%
1995/10/3,573.16,573.87,575.81,563.95,,-0.12%
1995/10/2,573.87,585.08,587.9,573.17,,-1.92%
1995/9/29,585.08,595.44,599.31,584.93,,-1.74%
1995/9/28,595.44,576.22,595.48,576.22,,3.34%
1995/9/27,576.22,580.7,580.7,557.26,,-0.78%
1995/9/26,580.77,587.93,595.83,580.53,,-1.22%
1995/9/25,587.93,592.64,593.92,583.6,,-0.79%
1995/9/22,592.64,594.85,594.85,586.84,,-0.37%
1995/9/21,594.85,603.19,603.19,593.14,,-1.38%
1995/9/20,603.19,601.02,608.21,601.02,,0.36%
1995/9/19,601.02,591.13,601.88,589.57,,1.67%
1995/9/18,591.13,589.01,591.75,581.79,,0.36%
1995/9/15,589.01,604.12,604.12,586.27,,-2.50%
1995/9/14,604.12,607.7,610,603.74,,-0.59%
1995/9/13,607.7,605.99,611.05,603.17,,0.28%
1995/9/12,605.99,610.08,613.78,605.9,,-0.62%
1995/9/11,609.75,604.27,612.56,604.27,,0.91%
1995/9/8,604.27,599.14,604.27,593.9,,0.86%
1995/9/7,599.14,597.16,604.39,597.05,,0.84%
1995/9/6,594.12,595.36,601.15,593.86,,-0.21%
1995/9/5,595.36,573.21,595.36,573.21,,3.86%
1995/9/1,573.21,576.77,580.9,572.16,,-0.62%
1995/8/31,576.77,572.85,580.03,572.85,,0.69%
1995/8/30,572.83,566.82,574.49,566.66,,1.06%
1995/8/29,566.82,566.05,566.82,549.12,,0.14%
1995/8/28,566.05,580.1,581.62,565.85,,-2.42%
1995/8/25,580.1,583.16,584.79,579.97,,-0.52%
1995/8/24,583.16,591.32,591.64,580.23,,-1.38%
1995/8/23,591.32,589.25,593.32,587.05,,0.35%
1995/8/22,589.25,578.89,589.55,576.9,,1.79%
1995/8/21,578.89,595.52,598.73,578.89,,-2.79%
1995/8/18,595.52,596.28,601.65,594.02,,-0.13%
1995/8/17,596.28,596.43,600.15,593.13,,-0.03%
1995/8/16,596.43,584.04,596.45,584.04,,2.12%
1995/8/15,584.05,584.73,588.26,579.63,,-0.12%
1995/8/14,584.73,575.67,584.76,573.46,,1.58%
1995/8/11,575.64,569.75,575.69,568.23,,1.03%
1995/8/10,569.75,575.49,577.48,567.82,,-1.00%
1995/8/9,575.49,565.71,577.23,565.71,,1.73%
1995/8/8,565.71,563.65,568.67,563.65,,0.37%
1995/8/7,563.65,560.58,566.7,560.58,,0.55%
1995/8/4,560.58,553.06,561.09,553.06,,1.36%
1995/8/3,553.06,551.56,553.55,541.64,,0.27%
1995/8/2,551.56,559.36,569.03,550.7,,-1.37%
1995/8/1,559.21,568.88,569.27,554.25,,-1.70%
1995/7/31,568.88,574.18,576.57,564.33,,-0.92%
1995/7/28,574.18,584.25,584.25,573.33,,-1.72%
1995/7/27,584.25,576.84,586.95,576.84,,1.28%
1995/7/26,576.84,572.71,581.43,572.71,,0.72%
1995/7/25,572.71,562.64,575.12,562.64,,1.79%
1995/7/24,562.64,547.78,563.06,547.78,,2.71%
1995/7/21,547.78,550.33,555.74,547.32,,-0.46%
1995/7/20,550.33,549.85,554.52,545.5,,0.61%
1995/7/19,547.02,562.34,562.48,530.4,,-5.44%
1995/7/18,578.46,595.19,597.12,578.09,,-3.09%
1995/7/17,596.91,589.85,600.01,589.85,,1.20%
1995/7/14,589.85,583.27,589.98,574.34,,1.13%
1995/7/13,583.25,579.71,591.51,577.44,,0.61%
1995/7/12,579.71,563.98,580,563.98,,2.79%
1995/7/11,563.98,573.56,573.56,563.93,,-1.67%
1995/7/10,573.56,567.56,575.97,567.5,,1.06%
1995/7/7,567.56,553.86,567.56,553.28,,2.47%
1995/7/6,553.87,543.39,554.09,543.39,,1.93%
1995/7/5,543.39,538.97,546.38,538.97,,0.82%
1995/7/3,538.97,538.03,540.33,536.73,,0.17%
1995/6/30,538.03,536.21,541.67,536.11,,0.34%
1995/6/29,536.21,530.65,537.97,529.85,,1.05%
1995/6/28,530.65,527.84,533.52,522.09,,0.53%
1995/6/27,527.84,536.49,540.48,526.88,,-1.61%
1995/6/26,536.49,544.66,546.36,535.89,,-1.50%
1995/6/23,544.66,546.06,546.57,541.84,,-0.26%
1995/6/22,546.06,535.52,546.12,535.52,,1.97%
1995/6/21,535.52,539.55,542.96,533.33,,-0.75%
1995/6/20,539.55,530.53,539.55,530.53,,1.70%
1995/6/19,530.53,517.55,530.89,517.55,,2.50%
1995/6/16,517.57,511.99,518.42,511.99,,1.09%
1995/6/15,511.99,506.09,513.24,506.09,,1.17%
1995/6/14,506.09,505.32,507.01,500.76,,0.15%
1995/6/13,505.32,501.69,506.31,501.69,,0.72%
1995/6/12,501.69,500.41,503.88,499.41,,0.26%
1995/6/9,500.41,500.86,502.08,495.57,,-0.09%
1995/6/8,500.86,497.15,501.22,497.15,,0.75%
1995/6/7,497.15,495.12,499.25,493.58,,0.41%
1995/6/6,495.12,500.81,504.06,495.12,,-1.14%
1995/6/5,500.81,492.65,502.92,492.65,,1.66%
1995/6/2,492.65,490.96,496.23,486.07,,0.34%
1995/6/1,490.96,488.1,493.61,487.2,,0.59%
1995/5/31,488.1,482.08,488.1,474.17,,1.25%
1995/5/30,482.08,496.06,498.15,481.21,,-2.82%
1995/5/26,496.06,501.66,501.66,494.43,,-1.12%
1995/5/25,501.66,500.5,502.16,495.15,,0.23%
1995/5/24,500.5,503.12,509.24,498,,-0.52%
1995/5/23,503.12,495.09,503.12,495.09,,1.62%
1995/5/22,495.09,489.77,495.85,489.56,,1.07%
1995/5/19,489.87,488.02,490.33,484.68,,0.38%
1995/5/18,488.02,494.69,498.93,488.02,,-1.35%
1995/5/17,494.69,491.04,497.78,491.04,,0.74%
1995/5/16,491.04,486.34,492.47,485.51,,0.97%
1995/5/15,486.34,483.19,486.97,481.22,,0.65%
1995/5/12,483.19,479.57,486.23,477.93,,0.75%
1995/5/11,479.57,472.87,479.57,470.72,,1.41%
1995/5/10,472.88,476,479.13,471.63,,-0.66%
1995/5/9,476,476.78,479.49,471.83,,-0.16%
1995/5/8,476.78,470.3,478.19,469.71,,1.38%
1995/5/5,470.3,474.1,478.27,470.3,,-0.80%
1995/5/4,474.1,474.93,484.13,473.47,,-0.17%
1995/5/3,474.93,465.38,474.93,465.38,,2.05%
1995/5/2,465.38,466.05,467.54,463.38,,-0.14%
1995/5/1,466.05,469.56,472.47,466.05,,-0.75%
1995/4/28,469.56,465.34,470.49,463.69,,0.91%
1995/4/27,465.34,463.03,468.89,462.59,,0.50%
1995/4/26,463.03,459.1,463.03,456.16,,0.86%
1995/4/25,459.1,456.43,461.02,456.43,,0.59%
1995/4/24,456.41,451.34,457.19,448.93,,1.12%
1995/4/21,451.34,449.01,451.91,449.01,,0.52%
1995/4/20,449.01,447.17,449.81,444.21,,0.44%
1995/4/19,447.06,453.48,453.48,442.71,,-1.40%
1995/4/18,453.43,457.06,461.4,452.79,,-0.79%
1995/4/17,457.06,458.93,466.79,456.74,,-0.41%
1995/4/13,458.93,456.98,459.61,456.23,,0.43%
1995/4/12,456.98,453.33,457.02,452.01,,0.81%
1995/4/11,453.33,449.36,454.41,449.36,,0.88%
1995/4/10,449.36,444.01,449.64,442.58,,1.20%
1995/4/7,444.01,440.33,444.06,438.85,,0.93%
1995/4/6,439.92,444.66,445.88,439.91,,-1.07%
1995/4/5,444.66,441.86,444.66,438.38,,0.63%
1995/4/4,441.86,448.49,450.9,441.53,,-1.48%
1995/4/3,448.49,447.15,448.81,442.3,,0.30%
1995/3/31,447.15,448.36,448.55,439.22,,-0.28%
1995/3/30,448.42,451.87,454.68,442.69,,-0.76%
1995/3/29,451.87,460.54,462.99,449.43,,-1.88%
1995/3/28,460.54,457.12,460.63,456.33,,0.75%
1995/3/27,457.12,455.43,457.98,453.32,,0.37%
1995/3/24,455.43,448.82,455.45,448.82,,1.47%
1995/3/23,448.82,447.13,452.04,446.74,,0.38%
1995/3/22,447.13,447.13,447.43,444.19,,0.00%
1995/3/21,447.13,446.61,451.16,445.99,,0.12%
1995/3/20,446.61,443.94,447.67,442.83,,0.60%
1995/3/17,443.94,444.68,447.75,442.71,,-0.17%
1995/3/16,444.68,443.57,445.81,442.95,,0.25%
1995/3/15,443.57,446.27,446.56,442.31,,-0.61%
1995/3/14,446.27,440.81,447.51,440.81,,1.24%
1995/3/13,440.82,441.75,443.94,440.29,,-0.21%
1995/3/10,441.76,437.02,441.76,436.01,,1.08%
1995/3/9,437.02,437.01,438.49,433.12,,0.00%
1995/3/8,437.01,432.12,437.01,432.12,,1.13%
1995/3/7,432.12,437.24,437.82,431.13,,-1.17%
1995/3/6,437.24,436.68,437.25,430.41,,0.13%
1995/3/3,436.68,431.68,436.89,429.34,,1.16%
1995/3/2,431.68,429.8,431.72,429.05,,0.44%
1995/3/1,429.8,432.5,435.22,429.8,,-0.62%
1995/2/28,432.5,424.75,432.91,424.71,,1.82%
1995/2/27,424.75,428.42,430.67,424.04,,-0.86%
1995/2/24,428.42,431.03,431.03,426.57,,-0.61%
1995/2/23,431.03,429.2,435.2,429.2,,0.42%
1995/2/22,429.21,424.82,429.93,423.12,,1.03%
1995/2/21,424.82,425.66,427.03,423.93,,-0.20%
1995/2/17,425.66,430.86,430.86,425.33,,-1.21%
1995/2/16,430.86,432.49,433.16,428.61,,-0.38%
1995/2/15,432.49,429.86,433.44,428,,0.62%
1995/2/14,429.81,428.77,431.06,428.24,,0.24%
1995/2/13,428.77,430.77,432.37,428.53,,-0.46%
1995/2/10,430.77,426.43,431.3,426.43,,1.02%
1995/2/9,426.43,425.66,429.79,425.66,,0.18%
1995/2/8,425.66,420.79,426.2,420.79,,1.21%
1995/2/7,420.57,420.93,422.18,418.49,,-0.09%
1995/2/6,420.93,416.14,421.29,416.14,,1.15%
1995/2/3,416.14,411.15,419.01,411.15,,1.21%
1995/2/2,411.15,407.06,411.28,406.34,,1.00%
1995/2/1,407.06,405.33,411.38,405.33,,0.43%
1995/1/31,405.33,401.71,406.06,401.08,,0.90%
1995/1/30,401.71,407.22,408.39,401.32,,-1.35%
1995/1/27,407.22,406.5,409.14,405.38,,0.18%
1995/1/26,406.5,410.87,411.73,406.19,,-1.06%
1995/1/25,410.87,413.6,414.02,407.73,,-0.66%
1995/1/24,413.6,411.89,414.04,410.81,,0.42%
1995/1/23,411.89,410.13,412.07,404.57,,0.43%
1995/1/20,410.13,417.83,417.95,408.73,,-1.84%
1995/1/19,417.83,419.26,419.26,416.55,,-0.34%
1995/1/18,419.26,416.89,419.98,416.01,,0.57%
1995/1/17,416.89,413.65,418.66,413.65,,0.78%
1995/1/16,413.65,410.48,415.5,409.87,,0.77%
1995/1/13,410.48,407.32,411.16,407.32,,0.78%
1995/1/12,407.32,407.1,408.32,405.85,,0.05%
1995/1/11,407.1,407.57,410.45,402.71,,-0.12%
1995/1/10,407.57,403.53,410.56,403.53,,1.00%
1995/1/9,403.53,401.59,403.99,400.91,,0.48%
1995/1/6,401.59,398.02,403.03,398.02,,0.90%
1995/1/5,398.02,399.65,402.04,397.84,,-0.41%
1995/1/4,399.65,398,400.41,394.59,,0.41%
1995/1/3,398,404.27,404.27,397.56,,-1.55%
1994/12/30,404.27,406.31,406.5,402.29,,-0.50%
1994/12/29,406.31,400.26,406.53,400.26,,1.51%
1994/12/28,400.26,404.03,404.54,398.79,,-0.93%
1994/12/27,404.03,401.15,404.94,401.15,,0.72%
1994/12/23,401.15,399.8,403.09,399.32,,0.34%
1994/12/22,399.8,397.8,400.37,397.8,,0.50%
1994/12/21,397.8,390.61,397.94,390.61,,1.84%
1994/12/20,390.61,390.42,393.96,388.05,,0.05%
1994/12/19,390.42,392.01,392.62,389.77,,-0.41%
1994/12/16,392.01,393.7,394.92,391.77,,-0.43%
1994/12/15,393.7,391.65,395.95,391.65,,0.52%
1994/12/14,391.65,387.53,393.22,386.51,,1.06%
1994/12/13,387.53,388.88,390.31,387.24,,-0.35%
1994/12/12,388.88,388.63,391,381.47,,0.06%
1994/12/9,388.63,386.3,389.24,379.96,,0.60%
1994/12/8,386.3,395.75,398.25,385.57,,-2.39%
1994/12/7,395.75,399.98,400.82,395.49,,-1.06%
1994/12/6,399.98,402.71,405.14,399.88,,-0.68%
1994/12/5,402.71,402.04,404.84,401.11,,0.17%
1994/12/2,402.04,399.06,402.18,395.7,,0.87%
1994/12/1,398.58,404.82,404.88,397.44,,-1.54%
1994/11/30,404.82,409.1,412,404.04,,-1.05%
1994/11/29,409.1,403.82,409.45,403.82,,1.31%
1994/11/28,403.82,401.17,404.92,400.73,,0.66%
1994/11/25,401.17,397.17,401.34,397.13,,1.01%
1994/11/23,397.17,397.93,397.93,390.89,,-0.19%
1994/11/22,397.93,409.28,409.28,397.92,,-2.77%
1994/11/21,409.28,412.43,417.55,409.02,,-0.76%
1994/11/18,412.43,410.98,414.51,410.76,,0.35%
1994/11/17,410.98,412.72,414.56,409.1,,-0.42%
1994/11/16,412.72,411.83,413.74,411.13,,0.23%
1994/11/15,411.78,412.17,415.75,410.12,,-0.09%
1994/11/14,412.17,404.78,412.32,404.78,,1.83%
1994/11/11,404.78,406.12,407.74,403.58,,-0.33%
1994/11/10,406.12,408.32,410.15,405.2,,-0.54%
1994/11/9,408.32,407.44,413.4,404.9,,0.22%
1994/11/8,407.44,400.19,407.59,400.19,,1.81%
1994/11/7,400.19,401.46,401.68,398.75,,-0.32%
1994/11/4,401.46,408.17,409.77,401.38,,-1.64%
1994/11/3,408.17,408.91,410.54,407.2,,-0.18%
1994/11/2,408.91,410.06,415.23,408.54,,-0.28%
1994/11/1,410.06,413.05,413.05,408.2,,-0.72%
1994/10/31,413.05,411.84,416.09,410.53,,0.29%
1994/10/28,411.84,405.62,411.84,404.43,,1.53%
1994/10/27,405.62,403.83,405.81,403.79,,0.44%
1994/10/26,403.83,398.48,403.92,398.48,,1.34%
1994/10/25,398.48,398.79,398.79,394.06,,-0.08%
1994/10/24,398.79,400.52,402.34,397.67,,-0.43%
1994/10/21,400.52,402.99,402.99,398.49,,-0.61%
1994/10/20,402.99,403.73,405.6,399.98,,-0.18%
1994/10/19,403.73,398,404.34,397.16,,1.44%
1994/10/18,398,396.85,399.27,396.58,,0.29%
1994/10/17,396.85,398.8,400.09,396.27,,-0.49%
1994/10/14,398.8,399.86,400.18,396.13,,-0.27%
1994/10/13,399.86,399.85,406.85,399.34,,0.00%
1994/10/12,399.85,400.29,401.57,398.72,,-0.11%
1994/10/11,400.29,392.85,401.83,392.85,,1.89%
1994/10/10,392.85,387.36,393.52,387.36,,1.42%
1994/10/7,387.36,382.85,387.75,382.85,,1.18%
1994/10/6,382.85,386.99,389.37,382.17,,-1.07%
1994/10/5,386.99,382.71,387.38,376.8,,1.12%
1994/10/4,382.71,392.72,393.45,382.53,,-2.55%
1994/10/3,392.72,393.85,394.94,391.12,,-0.29%
1994/9/30,393.85,391.22,396.48,391.22,,0.67%
1994/9/29,391.22,391.97,392.22,388.43,,-0.19%
1994/9/28,391.97,389.33,393.83,389.33,,0.68%
1994/9/27,389.33,388.9,389.92,387.12,,0.11%
1994/9/26,388.9,390.18,390.27,386.11,,-0.33%
1994/9/23,390.2,393.55,395.22,389.67,,-0.85%
1994/9/22,393.55,393.71,396.26,391.53,,-0.04%
1994/9/21,393.71,396.85,397.64,388.95,,-0.79%
1994/9/20,396.85,403.96,403.96,396.84,,-1.74%
1994/9/19,403.88,404.47,406.79,403.88,,-0.15%
1994/9/16,404.47,407.1,407.1,401.79,,-0.65%
1994/9/15,407.1,397.79,407.1,397.43,,2.34%
1994/9/14,397.79,396.69,398.22,394.5,,0.28%
1994/9/13,396.69,391.67,397.53,391.67,,1.28%
1994/9/12,391.67,394.84,395.36,390.5,,-0.80%
1994/9/9,394.84,400.75,400.75,393.53,,-1.47%
1994/9/8,400.75,397.05,401.43,397.05,,0.93%
1994/9/7,397.05,393.69,398.71,393.41,,0.85%
1994/9/6,393.69,391.41,393.8,390.8,,0.58%
1994/9/2,391.41,391.61,394.19,390.38,,-0.05%
1994/9/1,391.61,397.9,397.9,390.67,,-1.58%
1994/8/31,397.9,401.74,402.87,397.34,,-0.96%
1994/8/30,401.74,398.44,402.29,396.21,,0.83%
1994/8/29,398.44,399.26,402.03,398.21,,-0.21%
1994/8/26,399.26,391.49,401.3,391.49,,1.98%
1994/8/25,391.49,388.44,393.47,387.74,,0.79%
1994/8/24,388.44,386.74,388.76,386.02,,0.44%
1994/8/23,386.74,382.81,389.23,382.81,,1.03%
1994/8/22,382.81,384.12,384.12,381.6,,-0.34%
1994/8/19,384.12,385.63,387.75,382.1,,-0.39%
1994/8/18,385.63,386.9,388.49,383.59,,-0.33%
1994/8/17,386.9,380.53,387.19,380.53,,1.67%
1994/8/16,380.53,377.08,381.14,375.43,,0.91%
1994/8/15,377.08,376.96,379.13,375.38,,0.03%
1994/8/12,376.96,374.49,377.52,374.31,,0.66%
1994/8/11,374.49,373.93,378.54,371.13,,0.15%
1994/8/10,373.93,370.66,374.99,370.45,,0.88%
1994/8/9,370.66,368.87,370.95,367.78,,0.48%
1994/8/8,368.89,367.14,369.23,365.52,,0.47%
1994/8/5,367.15,367.55,367.71,363.81,,-0.11%
1994/8/4,367.55,370.48,372.62,367.17,,-0.79%
1994/8/3,370.48,372.78,373.56,370.48,,-0.62%
1994/8/2,372.78,373.57,376.64,371.76,,-0.21%
1994/8/1,373.58,370.16,373.87,369.9,,0.92%
1994/7/29,370.16,362.14,370.65,362.14,,2.21%
1994/7/28,362.14,361.81,364.18,361.34,,0.09%
1994/7/27,361.81,364.01,364.95,361.59,,-0.60%
1994/7/26,364.01,366.11,366.19,363.01,,-0.57%
1994/7/25,366.11,365.06,366.11,363.61,,0.29%
1994/7/22,365.06,362.85,365.34,361.19,,0.79%
1994/7/21,362.21,359.53,362.32,357.93,,0.75%
1994/7/20,359.53,364.72,364.72,358.16,,-1.42%
1994/7/19,364.72,368.18,368.36,364.48,,-0.94%
1994/7/18,368.18,368.35,368.73,365.78,,0.26%
1994/7/15,367.24,367.65,367.84,366.05,,-0.08%
1994/7/14,367.52,369.14,373.43,366.71,,-0.44%
1994/7/13,369.14,361.31,369.62,361.31,,2.17%
1994/7/12,361.31,358.79,361.67,354.91,,0.70%
1994/7/11,358.79,359.31,361.14,355.21,,-0.14%
1994/7/8,359.31,359.23,362.73,356.55,,0.02%
1994/7/7,359.23,353.62,359.34,352.98,,1.59%
1994/7/6,353.62,356.91,356.91,352.74,,-0.92%
1994/7/5,356.91,360.03,361.02,356.46,,-0.87%
1994/7/1,360.03,360.3,361.73,357.65,,-0.07%
1994/6/30,360.3,362.73,365.51,359.19,,-0.67%
1994/6/29,362.73,362.05,367.23,361.43,,0.19%
1994/6/28,362.05,361.16,365.94,358.16,,0.25%
1994/6/27,361.16,351.76,361.56,350.24,,2.67%
1994/6/24,351.76,353.49,356.59,350.03,,-0.49%
1994/6/23,353.49,363.23,364.57,352.89,,-2.68%
1994/6/22,363.23,360.98,366.68,360.98,,0.62%
1994/6/21,360.98,367.83,367.83,358.07,,-1.86%
1994/6/20,367.83,371.94,371.94,366.61,,-1.11%
1994/6/17,371.94,377.8,377.8,371.51,,-1.55%
1994/6/16,377.8,377.78,378.1,375.63,,0.01%
1994/6/15,377.78,377.38,379.8,376.72,,0.11%
1994/6/14,377.38,371.88,377.9,371.88,,1.48%
1994/6/13,371.88,374.64,375.04,371.61,,-0.74%
1994/6/10,374.64,370.3,375.78,370.3,,1.17%
1994/6/9,370.3,371,372.04,368.37,,-0.19%
1994/6/8,371,379.99,381.23,369.06,,-2.37%
1994/6/7,379.99,382.8,382.8,378.65,,-0.73%
1994/6/6,382.8,382.78,384.74,381.15,,0.01%
1994/6/3,382.78,380.66,385.16,378.88,,0.56%
1994/6/2,380.66,379.23,381.6,378.54,,0.38%
1994/6/1,379.23,378.85,380.1,374.08,,0.10%
1994/5/31,378.85,376.81,379.48,374.49,,0.54%
1994/5/27,376.81,375.8,377.71,373.18,,0.27%
1994/5/26,375.8,378.24,381.25,374.31,,-0.65%
1994/5/25,378.24,377,379.47,372.96,,0.33%
1994/5/24,377,369.89,377.64,369.89,,1.92%
1994/5/23,369.89,370.37,372.14,367.94,,-0.13%
1994/5/20,370.37,371.71,371.71,369.17,,-0.36%
1994/5/19,371.71,368.59,374.91,368.5,,0.85%
1994/5/18,368.59,360.49,370.11,360.49,,2.24%
1994/5/17,360.5,360.49,360.96,353.43,,0.00%
1994/5/16,360.49,364.82,365.08,359.53,,-1.19%
1994/5/13,364.82,366.64,366.64,359.29,,-0.50%
1994/5/12,366.64,365.18,369.27,365.18,,0.40%
1994/5/11,365.18,370.02,370.31,364.19,,-1.31%
1994/5/10,370.02,368,372.67,368,,0.55%
1994/5/9,368,374.57,374.57,367.03,,-1.75%
