日期,收盘,开盘,高,低,交易量,涨跌幅
2001/7/19,"1,695.89","1,700.56","1,739.13","1,674.57",,1.74%
2001/7/18,"1,666.87","1,692.16","1,716.16","1,652.00",,-3.62%
2001/7/17,"1,729.55","1,675.06","1,729.63","1,667.48",,2.60%
2001/7/16,"1,685.74","1,743.09","1,758.93","1,682.70",,-3.73%
2001/7/13,"1,751.11","1,741.36","1,782.52","1,723.08",,0.06%
2001/7/12,"1,750.13","1,708.32","1,757.29","1,700.41",,6.61%
2001/7/11,"1,641.56","1,617.51","1,646.83","1,600.19",,1.02%
2001/7/10,"1,624.95","1,718.81","1,719.32","1,624.80",,-4.25%
2001/7/9,"1,697.05","1,680.88","1,712.08","1,669.23",,1.71%
2001/7/6,"1,668.59","1,728.57","1,729.57","1,666.62",,-4.71%
2001/7/5,"1,751.00","1,800.63","1,812.26","1,750.51",,-3.91%
2001/7/3,"1,822.16","1,817.71","1,832.01","1,798.44",,-0.27%
2001/7/2,"1,827.07","1,831.42","1,864.20","1,815.11",,-0.17%
2001/6/29,"1,830.19","1,812.17","1,865.36","1,795.45",,1.17%
2001/6/28,"1,808.94","1,782.32","1,847.38","1,782.32",,3.01%
2001/6/27,"1,756.02","1,755.25","1,769.55","1,726.78",,0.25%
2001/6/26,"1,751.62","1,708.89","1,757.93","1,705.93",,0.44%
2001/6/25,"1,743.90","1,752.71","1,755.67","1,713.03",,0.95%
2001/6/22,"1,727.47","1,755.57","1,773.26","1,718.35",,-1.36%
2001/6/21,"1,751.22","1,714.00","1,774.25","1,697.56",,1.72%
2001/6/20,"1,721.56","1,655.26","1,722.85","1,655.26",,2.72%
2001/6/19,"1,675.90","1,736.29","1,745.76","1,656.74",,0.56%
2001/6/18,"1,666.49","1,712.04","1,729.39","1,662.59",,-2.06%
2001/6/15,"1,701.53","1,679.33","1,725.77","1,657.65",,-0.58%
2001/6/14,"1,711.39","1,766.41","1,776.35","1,711.32",,-4.40%
2001/6/13,"1,790.21","1,860.05","1,875.29","1,789.91",,-3.34%
2001/6/12,"1,852.03","1,799.58","1,871.03","1,776.41",,0.30%
2001/6/11,"1,846.50","1,885.17","1,885.17","1,826.28",,-2.62%
2001/6/8,"1,896.22","1,959.71","1,959.71","1,885.84",,-3.42%
2001/6/7,"1,963.31","1,892.98","1,963.83","1,891.01",,3.12%
2001/6/6,"1,903.84","1,931.45","1,945.94","1,890.51",,-1.04%
2001/6/5,"1,923.90","1,853.65","1,937.94","1,853.47",,4.63%
2001/6/4,"1,838.84","1,861.12","1,869.98","1,819.08",,-0.11%
2001/6/1,"1,840.83","1,826.02","1,852.08","1,785.44",,2.27%
2001/5/31,"1,799.89","1,785.25","1,838.29","1,784.72",,1.17%
2001/5/30,"1,779.00","1,823.84","1,837.01","1,768.98",,-5.05%
2001/5/29,"1,873.53","1,946.57","1,946.57","1,865.18",,-4.45%
2001/5/25,"1,960.74","2,000.12","2,003.68","1,953.24",,-2.13%
2001/5/24,"2,003.37","1,965.44","2,003.71","1,937.67",,2.34%
2001/5/23,"1,957.56","2,022.16","2,022.16","1,957.44",,-4.18%
2001/5/22,"2,042.93","2,062.90","2,070.61","2,023.07",,-0.47%
2001/5/21,"2,052.57","1,931.29","2,052.67","1,927.04",,6.48%
2001/5/18,"1,927.69","1,910.71","1,940.76","1,898.28",,0.13%
2001/5/17,"1,925.14","1,900.84","1,955.77","1,898.65",,1.35%
2001/5/16,"1,899.47","1,778.71","1,904.25","1,768.62",,5.71%
2001/5/15,"1,796.81","1,801.46","1,853.05","1,790.51",,0.10%
2001/5/14,"1,795.06","1,819.39","1,820.51","1,769.33",,-1.44%
2001/5/11,"1,821.20","1,842.65","1,861.52","1,810.89",,-0.93%
2001/5/10,"1,838.32","1,926.47","1,926.95","1,838.02",,-2.05%
2001/5/9,"1,876.87","1,885.00","1,921.87","1,862.06",,-2.71%
2001/5/8,"1,929.24","1,939.02","1,939.66","1,887.23",,1.78%
2001/5/7,"1,895.41","1,924.68","1,948.02","1,889.80",,-1.48%
2001/5/4,"1,923.81","1,820.57","1,930.03","1,810.86",,2.45%
2001/5/3,"1,877.80","1,913.93","1,919.62","1,853.84",,-4.31%
2001/5/2,"1,962.42","1,958.17","1,980.13","1,916.73",,2.26%
2001/5/1,"1,919.01","1,854.67","1,919.45","1,822.86",,3.44%
2001/4/30,"1,855.15","1,855.90","1,906.90","1,826.12",,2.47%
2001/4/27,"1,810.47","1,808.92","1,822.44","1,777.19",,2.67%
2001/4/26,"1,763.33","1,839.40","1,844.57","1,761.67",,-2.81%
2001/4/25,"1,814.33","1,758.07","1,824.88","1,743.45",,2.96%
2001/4/24,"1,762.21","1,809.47","1,860.08","1,756.30",,-2.74%
2001/4/23,"1,811.89","1,881.52","1,881.54","1,802.82",,-6.29%
2001/4/20,"1,933.57","1,933.61","1,981.90","1,901.40",,-1.01%
2001/4/19,"1,953.28","1,854.20","1,953.57","1,829.98",,6.69%
2001/4/18,"1,830.79","1,760.05","1,892.85","1,739.16",,9.53%
2001/4/17,"1,671.51","1,605.54","1,694.22","1,603.99",,1.29%
2001/4/16,"1,650.21","1,682.17","1,700.39","1,630.31",,-3.74%
2001/4/12,"1,714.29","1,617.95","1,714.69","1,605.61",,4.06%
2001/4/11,"1,647.36","1,694.60","1,703.89","1,624.80",,3.10%
2001/4/10,"1,597.87","1,515.58","1,620.74","1,515.58",,7.88%
2001/4/9,"1,481.22","1,472.81","1,495.76","1,437.85",,2.28%
2001/4/6,"1,448.16","1,483.96","1,485.37","1,425.89",,-4.67%
2001/4/5,"1,519.05","1,452.04","1,521.76","1,434.01",,10.82%
2001/4/4,"1,370.75","1,392.03","1,435.36","1,348.52",,-2.02%
2001/4/3,"1,399.05","1,487.87","1,493.11","1,390.10",,-7.75%
2001/4/2,"1,516.58","1,569.66","1,594.36","1,499.30",,-3.60%
2001/3/30,"1,573.25","1,573.82","1,600.88","1,530.14",,0.65%
2001/3/29,"1,563.14","1,578.99","1,626.88","1,543.39",,-2.44%
2001/3/28,"1,602.22","1,677.63","1,687.92","1,600.37",,-7.69%
2001/3/27,"1,735.70","1,680.73","1,751.14","1,664.66",,3.51%
2001/3/26,"1,676.90","1,735.53","1,736.88","1,667.80",,-1.65%
2001/3/23,"1,705.02","1,743.96","1,754.65","1,666.82",,0.18%
2001/3/22,"1,701.90","1,624.81","1,703.28","1,582.48",,6.03%
2001/3/21,"1,605.04","1,624.31","1,674.31","1,594.39",,-0.58%
2001/3/20,"1,614.47","1,742.99","1,749.29","1,614.41",,-6.70%
2001/3/19,"1,730.46","1,659.70","1,732.92","1,632.48",,5.03%
2001/3/16,"1,647.51","1,656.78","1,693.60","1,627.80",,-2.97%
2001/3/15,"1,697.92","1,809.50","1,813.68","1,697.61",,-2.70%
2001/3/14,"1,745.08","1,711.06","1,808.85","1,700.85",,-2.49%
2001/3/13,"1,789.70","1,711.99","1,790.31","1,691.22",,6.49%
2001/3/12,"1,680.64","1,758.06","1,762.20","1,679.73",,-7.30%
2001/3/9,"1,813.02","1,892.79","1,892.79","1,802.91",,-6.46%
2001/3/8,"1,938.15","1,982.44","1,993.50","1,933.23",,-2.91%
2001/3/7,"1,996.23","2,018.94","2,018.94","1,965.91",,1.01%
2001/3/6,"1,976.31","1,983.28","2,029.01","1,973.87",,3.11%
2001/3/5,"1,916.68","1,908.62","1,936.02","1,892.02",,1.88%
2001/3/2,"1,881.34","1,886.04","1,988.35","1,866.13",,-4.40%
2001/3/1,"1,968.02","1,879.84","1,968.74","1,837.85",,3.13%
2001/2/28,"1,908.32","1,983.35","2,010.32","1,880.47",,-2.86%
2001/2/27,"1,964.52","2,067.15","2,081.79","1,963.63",,-6.35%
2001/2/26,"2,097.64","2,088.03","2,103.63","2,020.32",,2.02%
2001/2/23,"2,056.06","1,997.55","2,061.45","1,935.21",,1.16%
2001/2/22,"2,032.42","2,058.56","2,088.60","1,958.88",,-1.27%
2001/2/21,"2,058.54","2,056.15","2,164.25","2,044.74",,-1.75%
2001/2/20,"2,095.11","2,229.91","2,235.74","2,094.58",,-5.31%
2001/2/16,"2,212.51","2,228.77","2,266.36","2,187.31",,-6.69%
2001/2/15,"2,371.04","2,360.56","2,423.65","2,355.92",,2.83%
2001/2/14,"2,305.82","2,224.35","2,307.27","2,173.42",,4.41%
2001/2/13,"2,208.40","2,315.46","2,367.91","2,208.01",,-3.43%
2001/2/12,"2,286.85","2,247.20","2,319.90","2,229.23",,1.11%
2001/2/9,"2,261.77","2,333.01","2,342.42","2,247.52",,-3.99%
2001/2/8,"2,355.67","2,436.48","2,464.19","2,355.15",,-2.24%
2001/2/7,"2,409.66","2,421.64","2,446.66","2,349.92",,-2.57%
2001/2/6,"2,473.24","2,463.50","2,531.05","2,456.89",,0.24%
2001/2/5,"2,467.30","2,447.72","2,483.58","2,409.20",,-0.20%
2001/2/2,"2,472.18","2,605.64","2,616.40","2,471.51",,-5.18%
2001/2/1,"2,607.16","2,586.24","2,627.39","2,554.94",,0.55%
2001/1/31,"2,593.00","2,695.03","2,718.51","2,591.92",,-3.47%
2001/1/30,"2,686.14","2,701.34","2,716.41","2,661.74",,-0.31%
2001/1/29,"2,694.53","2,601.67","2,696.73","2,578.84",,2.38%
2001/1/26,"2,631.78","2,538.28","2,635.22","2,526.55",,1.38%
2001/1/25,"2,595.85","2,687.05","2,710.22","2,595.47",,-4.79%
2001/1/24,"2,726.45","2,732.92","2,771.63","2,692.81",,-0.13%
2001/1/23,"2,730.05","2,642.33","2,738.81","2,618.72",,3.29%
2001/1/22,"2,643.13","2,639.61","2,683.12","2,598.85",,-0.47%
2001/1/19,"2,655.68","2,740.11","2,740.76","2,633.67",,-0.55%
2001/1/18,"2,670.47","2,574.64","2,672.07","2,533.37",,4.37%
2001/1/17,"2,558.67","2,586.80","2,629.17","2,539.09",,3.56%
2001/1/16,"2,470.72","2,502.66","2,510.34","2,432.87",,-1.41%
2001/1/12,"2,506.05","2,522.45","2,591.55","2,471.06",,-0.72%
2001/1/11,"2,524.29","2,376.86","2,550.39","2,376.86",,4.58%
2001/1/10,"2,413.71","2,253.85","2,417.43","2,237.45",,4.43%
2001/1/9,"2,311.40","2,312.53","2,364.41","2,274.08",,1.31%
2001/1/8,"2,281.54","2,245.44","2,282.95","2,151.16",,0.60%
2001/1/5,"2,267.85","2,460.81","2,463.48","2,252.36",,-7.81%
2001/1/4,"2,460.04","2,485.52","2,547.04","2,432.04",,-2.70%
2001/1/3,"2,528.38","2,087.32","2,530.53","2,087.32",,18.77%
2001/1/2,"2,128.78","2,341.28","2,347.70","2,105.49",,-9.09%
2000/12/29,"2,341.70","2,465.37","2,491.25","2,328.86",,-4.99%
2000/12/28,"2,464.62","2,435.84","2,505.65","2,420.34",,0.18%
2000/12/27,"2,460.21","2,383.42","2,468.75","2,362.59",,2.31%
2000/12/26,"2,404.60","2,435.51","2,477.10","2,332.35",,-1.30%
2000/12/22,"2,436.26","2,303.21","2,437.19","2,303.21",,9.50%
2000/12/21,"2,224.84","2,191.82","2,347.28","2,174.76",,0.66%
2000/12/20,"2,210.32","2,288.28","2,337.99","2,199.20",,-7.89%
2000/12/19,"2,399.63","2,538.86","2,635.22","2,397.87",,-5.64%
2000/12/18,"2,543.09","2,604.08","2,639.00","2,511.06",,-0.25%
2000/12/15,"2,549.48","2,590.84","2,624.56","2,511.35",,-3.40%
2000/12/14,"2,639.26","2,744.26","2,788.81","2,638.11",,-3.99%
2000/12/13,"2,748.88","2,940.18","2,941.34","2,741.40",,-3.99%
2000/12/12,"2,863.21","2,942.20","2,958.29","2,862.17",,-3.69%
2000/12/11,"2,972.91","2,900.28","2,990.83","2,848.86",,2.68%
2000/12/8,"2,895.39","2,840.20","2,914.97","2,803.03",,6.45%
2000/12/7,"2,719.91","2,688.61","2,761.78","2,648.94",,-0.87%
2000/12/6,"2,743.70","2,833.52","2,891.50","2,721.81",,-3.83%
2000/12/5,"2,852.87","2,648.54","2,852.91","2,633.57",,11.68%
2000/12/4,"2,554.40","2,572.88","2,614.85","2,475.63",,0.18%
2000/12/1,"2,549.74","2,566.68","2,674.42","2,499.39",,1.72%
2000/11/30,"2,506.54","2,470.66","2,573.11","2,426.41",,-3.70%
2000/11/29,"2,602.85","2,635.05","2,670.53","2,520.14",,-0.70%
2000/11/28,"2,621.11","2,763.86","2,795.15","2,619.50",,-5.35%
2000/11/27,"2,769.32","2,910.57","2,913.76","2,759.98",,-2.15%
2000/11/24,"2,830.09","2,745.39","2,830.76","2,740.06",,6.07%
2000/11/22,"2,668.25","2,738.29","2,806.33","2,667.11",,-4.24%
2000/11/21,"2,786.53","2,807.42","2,844.55","2,745.70",,-0.21%
2000/11/20,"2,792.41","2,838.29","2,885.31","2,779.78",,-4.85%
2000/11/17,"2,934.81","2,934.51","3,000.92","2,850.15",,0.33%
2000/11/16,"2,925.16","3,016.80","3,082.42","2,925.08",,-4.93%
2000/11/15,"3,076.70","3,027.61","3,128.37","3,001.83",,1.22%
2000/11/14,"3,039.50","2,952.62","3,043.66","2,926.66",,7.15%
2000/11/13,"2,836.62","2,798.95","2,969.62","2,742.47",,-1.86%
2000/11/10,"2,890.26","2,974.43","3,011.58","2,890.02",,-5.46%
2000/11/9,"3,057.06","2,993.02","3,081.62","2,923.10",,-0.07%
2000/11/8,"3,059.09","3,295.77","3,296.30","3,058.66",,-6.72%
2000/11/7,"3,279.57","3,262.58","3,304.38","3,217.45",,-0.33%
2000/11/6,"3,290.47","3,346.15","3,369.47","3,285.77",,-0.95%
2000/11/3,"3,321.91","3,329.26","3,359.99","3,275.07",,0.41%
2000/11/2,"3,308.48","3,292.13","3,326.37","3,259.07",,2.58%
2000/11/1,"3,225.27","3,214.40","3,311.00","3,176.87",,-1.74%
2000/10/31,"3,282.30","3,120.21","3,304.62","3,120.21",,6.53%
2000/10/30,"3,081.07","3,128.94","3,195.45","3,038.41",,-2.97%
2000/10/27,"3,175.25","3,232.81","3,275.22","3,109.06",,0.26%
2000/10/26,"3,167.14","3,127.44","3,185.91","2,956.20",,1.92%
2000/10/25,"3,107.61","3,245.69","3,283.20","3,086.61",,-7.33%
2000/10/24,"3,353.26","3,455.37","3,481.31","3,326.12",,-2.01%
2000/10/23,"3,422.00","3,451.40","3,498.04","3,378.34",,-1.00%
2000/10/20,"3,456.61","3,379.73","3,514.96","3,378.95",,1.58%
2000/10/19,"3,402.95","3,316.63","3,404.33","3,271.20",,8.40%
2000/10/18,"3,139.31","3,045.70","3,245.58","2,982.04",,-1.04%
2000/10/17,"3,172.19","3,313.81","3,326.13","3,127.63",,-2.38%
2000/10/16,"3,249.46","3,265.96","3,296.95","3,203.13",,-0.86%
2000/10/13,"3,277.77","2,990.99","3,278.77","2,990.99",,9.10%
2000/10/12,"3,004.45","3,175.75","3,183.96","3,000.43",,-3.10%
2000/10/11,"3,100.53","3,077.51","3,220.52","3,047.17",,-2.75%
2000/10/10,"3,188.29","3,271.69","3,336.61","3,175.38",,-3.94%
2000/10/9,"3,318.90","3,306.75","3,359.93","3,185.28",,0.21%
2000/10/6,"3,311.94","3,432.82","3,468.28","3,262.80",,-3.28%
2000/10/5,"3,424.32","3,421.46","3,492.28","3,392.00",,-0.84%
2000/10/4,"3,453.36","3,337.91","3,476.52","3,291.61",,2.98%
2000/10/3,"3,353.34","3,528.00","3,544.54","3,351.61",,-3.03%
2000/10/2,"3,457.97","3,613.74","3,613.86","3,447.71",,-3.15%
2000/9/29,"3,570.61","3,684.87","3,690.24","3,557.54",,-4.15%
2000/9/28,"3,725.15","3,556.99","3,725.75","3,556.34",,4.29%
2000/9/27,"3,571.90","3,631.08","3,648.94","3,533.67",,-0.30%
2000/9/26,"3,582.59","3,643.65","3,696.99","3,566.71",,-1.09%
2000/9/25,"3,622.10","3,753.31","3,774.78","3,611.09",,-2.14%
2000/9/22,"3,701.18","3,718.15","3,718.15","3,505.18",,-0.46%
2000/9/21,"3,718.15","3,790.45","3,790.45","3,691.93",,-1.91%
2000/9/20,"3,790.45","3,756.40","3,810.30","3,660.31",,0.91%
2000/9/19,"3,756.40","3,588.37","3,756.87","3,588.37",,4.77%
2000/9/18,"3,585.52","3,676.33","3,723.67","3,548.59",,-2.47%
2000/9/15,"3,676.33","3,731.73","3,748.76","3,640.58",,-1.63%
2000/9/14,"3,737.42","3,741.75","3,834.51","3,715.65",,-0.12%
2000/9/13,"3,741.75","3,666.87","3,752.45","3,610.65",,2.04%
2000/9/12,"3,666.87","3,706.74","3,792.38","3,645.28",,-1.08%
2000/9/11,"3,706.74","3,813.44","3,852.45","3,690.47",,-2.80%
2000/9/8,"3,813.44","3,949.15","3,949.15","3,811.60",,-3.54%
2000/9/7,"3,953.36","3,847.79","3,963.94","3,847.79",,3.02%
2000/9/6,"3,837.62","3,978.23","3,983.74","3,837.33",,-3.75%
2000/9/5,"3,987.03","4,085.89","4,085.89","3,986.28",,-2.74%
2000/9/1,"4,099.30","4,084.11","4,147.19","4,057.44",,0.53%
2000/8/31,"4,077.59","3,971.32","4,080.48","3,971.32",,2.74%
2000/8/30,"3,968.73","3,951.67","3,984.19","3,921.49",,0.42%
2000/8/29,"3,951.94","3,955.54","3,970.92","3,923.42",,-0.06%
2000/8/28,"3,954.24","3,933.33","3,987.71","3,928.80",,0.58%
2000/8/25,"3,931.25","3,945.50","3,986.73","3,915.79",,-0.46%
2000/8/24,"3,949.57","3,897.05","3,954.60","3,884.57",,1.35%
2000/8/23,"3,896.92","3,818.06","3,899.96","3,760.12",,1.80%
2000/8/22,"3,827.89","3,832.10","3,898.12","3,827.30",,0.01%
2000/8/21,"3,827.62","3,809.86","3,878.67","3,785.20",,0.53%
2000/8/18,"3,807.51","3,830.59","3,868.74","3,799.97",,-0.60%
2000/8/17,"3,830.59","3,721.25","3,839.76","3,716.67",,2.94%
2000/8/16,"3,721.25","3,722.62","3,791.22","3,704.51",,-0.04%
2000/8/15,"3,722.62","3,718.70","3,761.56","3,691.27",,0.08%
2000/8/14,"3,719.61","3,644.63","3,720.81","3,616.71",,2.06%
2000/8/11,"3,644.61","3,595.15","3,645.77","3,521.53",,1.37%
2000/8/10,"3,595.19","3,687.69","3,690.61","3,594.80",,-2.65%
2000/8/9,"3,693.04","3,708.63","3,780.43","3,691.70",,0.18%
2000/8/8,"3,686.37","3,708.95","3,741.51","3,671.75",,-0.65%
2000/8/7,"3,710.39","3,618.63","3,726.90","3,618.63",,2.54%
2000/8/4,"3,618.63","3,624.17","3,715.57","3,577.13",,-0.13%
2000/8/3,"3,623.50","3,490.34","3,625.64","3,341.83",,3.82%
2000/8/2,"3,490.34","3,521.15","3,617.25","3,486.46",,-0.87%
2000/8/1,"3,521.15","3,609.35","3,609.35","3,518.61",,-2.44%
2000/7/31,"3,609.35","3,477.53","3,610.95","3,437.59",,3.80%
2000/7/28,"3,477.31","3,689.69","3,716.95","3,452.95",,-5.55%
2000/7/27,"3,681.63","3,816.49","3,816.49","3,680.78",,-3.58%
2000/7/26,"3,818.28","3,865.33","3,865.33","3,741.84",,-1.22%
2000/7/25,"3,865.39","3,790.62","3,871.64","3,762.00",,1.97%
2000/7/24,"3,790.62","3,908.75","3,966.83","3,787.29",,-3.02%
2000/7/21,"3,908.75","3,992.83","3,992.83","3,892.25",,-2.17%
2000/7/20,"3,995.46","3,843.98","3,999.06","3,843.98",,3.94%
2000/7/19,"3,843.98","3,960.96","3,960.96","3,835.12",,-2.95%
2000/7/18,"3,960.96","4,060.31","4,060.31","3,949.85",,-2.48%
2000/7/17,"4,061.88","4,041.15","4,089.04","4,007.62",,0.51%
2000/7/14,"4,041.15","3,962.82","4,051.90","3,962.68",,2.14%
2000/7/13,"3,956.67","3,901.12","3,991.87","3,900.23",,1.42%
2000/7/12,"3,901.12","3,810.36","3,909.41","3,792.98",,4.18%
2000/7/11,"3,744.53","3,772.61","3,835.02","3,720.02",,-0.73%
2000/7/10,"3,772.20","3,841.51","3,841.51","3,767.56",,-1.80%
2000/7/7,"3,841.27","3,793.01","3,884.84","3,781.56",,1.26%
2000/7/6,"3,793.48","3,648.13","3,793.90","3,610.27",,3.94%
2000/7/5,"3,649.80","3,804.96","3,804.96","3,646.46",,-4.07%
2000/7/3,"3,804.78","3,763.79","3,811.59","3,744.63",,1.09%
2000/6/30,"3,763.79","3,666.18","3,764.96","3,666.18",,2.67%
2000/6/29,"3,665.83","3,764.83","3,764.83","3,634.03",,-2.79%
2000/6/28,"3,771.06","3,701.11","3,817.50","3,701.11",,1.95%
2000/6/27,"3,699.00","3,771.45","3,804.94","3,698.50",,-1.92%
2000/6/26,"3,771.45","3,685.30","3,840.54","3,685.30",,2.34%
2000/6/23,"3,685.30","3,809.40","3,821.95","3,669.40",,-3.12%
2000/6/22,"3,804.11","3,968.85","3,968.85","3,804.00",,-4.18%
2000/6/21,"3,970.00","3,928.98","3,981.26","3,867.92",,0.92%
2000/6/20,"3,933.83","3,933.70","3,990.21","3,898.28",,0.00%
2000/6/19,"3,933.70","3,787.36","3,935.33","3,730.77",,3.86%
2000/6/16,"3,787.36","3,758.36","3,817.85","3,732.83",,0.94%
2000/6/15,"3,752.01","3,680.67","3,755.72","3,639.18",,2.03%
2000/6/14,"3,677.49","3,767.54","3,793.72","3,670.71",,-2.35%
2000/6/13,"3,765.81","3,638.54","3,766.52","3,582.52",,3.50%
2000/6/12,"3,638.42","3,761.15","3,779.74","3,638.31",,-3.24%
2000/6/9,"3,760.26","3,707.31","3,785.02","3,707.31",,1.43%
2000/6/8,"3,707.31","3,737.93","3,791.42","3,671.44",,-0.77%
2000/6/7,"3,736.01","3,644.46","3,736.15","3,599.53",,2.46%
2000/6/6,"3,646.32","3,730.31","3,801.31","3,637.80",,-2.25%
2000/6/5,"3,730.31","3,742.28","3,817.25","3,688.89",,-0.68%
2000/6/2,"3,755.67","3,518.98","3,759.81","3,518.98",,6.73%
2000/6/1,"3,518.98","3,331.80","3,526.53","3,331.80",,5.86%
2000/5/31,"3,324.08","3,414.03","3,458.34","3,322.22",,-2.63%
2000/5/30,"3,414.03","3,101.43","3,415.71","3,101.43",,10.08%
2000/5/26,"3,101.44","3,100.97","3,170.72","3,033.50",,0.07%
2000/5/25,"3,099.28","3,181.50","3,290.53","3,078.18",,-2.55%
2000/5/24,"3,180.31","3,023.49","3,185.74","2,897.27",,5.19%
2000/5/23,"3,023.42","3,262.77","3,298.46","3,022.52",,-7.39%
2000/5/22,"3,264.71","3,261.47","3,269.54","3,029.14",,0.12%
2000/5/19,"3,260.64","3,425.38","3,425.38","3,259.18",,-4.84%
2000/5/18,"3,426.35","3,547.52","3,575.78","3,426.35",,-3.50%
2000/5/17,"3,550.50","3,635.03","3,635.03","3,527.67",,-2.64%
2000/5/16,"3,646.89","3,520.98","3,653.76","3,520.98",,3.84%
2000/5/15,"3,512.11","3,404.56","3,512.21","3,314.44",,3.11%
2000/5/12,"3,406.25","3,381.57","3,504.81","3,381.57",,0.73%
2000/5/11,"3,381.57","3,311.51","3,381.70","3,237.86",,4.22%
2000/5/10,"3,244.73","3,436.68","3,436.68","3,234.96",,-5.80%
2000/5/9,"3,444.64","3,525.23","3,567.96","3,401.82",,-2.19%
2000/5/8,"3,521.60","3,688.36","3,688.36","3,521.05",,-4.52%
2000/5/5,"3,688.36","3,571.27","3,692.40","3,534.07",,3.29%
2000/5/4,"3,570.73","3,561.72","3,627.35","3,518.12",,0.24%
2000/5/3,"3,562.16","3,627.31","3,627.31","3,435.30",,-1.80%
2000/5/2,"3,627.31","3,768.04","3,829.29","3,626.54",,-5.27%
2000/5/1,"3,829.29","3,789.20","3,871.93","3,777.05",,1.49%
2000/4/28,"3,773.18","3,696.42","3,790.78","3,696.42",,2.18%
2000/4/27,"3,692.57","3,504.20","3,692.92","3,390.60",,5.33%
2000/4/26,"3,505.71","3,622.80","3,690.29","3,505.11",,-3.20%
2000/4/25,"3,621.56","3,371.21","3,622.29","3,371.21",,7.99%
2000/4/24,"3,353.53","3,448.23","3,448.23","3,200.90",,-4.33%
2000/4/20,"3,505.29","3,587.27","3,632.24","3,453.30",,-2.17%
2000/4/19,"3,583.07","3,720.24","3,753.45","3,578.90",,-3.57%
2000/4/18,"3,715.81","3,531.07","3,717.66","3,511.81",,5.28%
2000/4/17,"3,529.45","3,194.50","3,530.67","3,107.42",,10.10%
2000/4/14,"3,205.70","3,536.41","3,536.41","3,138.42",,-9.80%
2000/4/13,"3,553.81","3,645.79","3,831.70","3,552.51",,-2.20%
2000/4/12,"3,633.63","3,909.00","3,943.68","3,632.41",,-7.05%
2000/4/11,"3,909.21","3,987.24","4,049.55","3,829.39",,-2.23%
2000/4/10,"3,998.26","4,293.63","4,308.62","3,998.10",,-6.83%
2000/4/7,"4,291.53","4,111.18","4,292.88","4,111.18",,5.01%
2000/4/6,"4,086.73","4,036.39","4,161.42","4,005.31",,1.40%
2000/4/5,"4,030.26","4,028.40","4,156.43","3,884.32",,-0.10%
2000/4/4,"4,034.17","4,089.78","4,146.50","3,525.44",,-1.05%
2000/4/3,"4,077.02","4,355.70","4,355.70","4,041.24",,-7.29%
2000/3/31,"4,397.84","4,268.64","4,424.43","4,171.09",,3.47%
2000/3/30,"4,250.19","4,376.41","4,491.08","4,151.12",,-3.71%
2000/3/29,"4,413.92","4,583.81","4,615.09","4,408.60",,-3.70%
2000/3/28,"4,583.39","4,705.75","4,714.35","4,582.45",,-2.58%
2000/3/27,"4,704.73","4,687.60","4,781.19","4,687.60",,0.28%
2000/3/24,"4,691.61","4,659.76","4,816.35","4,608.92",,0.66%
2000/3/23,"4,660.62","4,594.37","4,704.21","4,547.00",,1.39%
2000/3/22,"4,596.81","4,449.22","4,639.12","4,449.22",,3.31%
2000/3/21,"4,449.33","4,259.58","4,450.41","4,155.34",,4.42%
2000/3/20,"4,261.15","4,443.35","4,460.37","4,260.92",,-4.04%
2000/3/17,"4,440.45","4,349.26","4,441.00","4,326.76",,2.00%
2000/3/16,"4,353.33","4,141.23","4,353.59","4,049.98",,5.41%
2000/3/15,"4,130.01","4,250.74","4,341.54","4,094.04",,-2.29%
2000/3/14,"4,226.99","4,448.63","4,537.99","4,226.79",,-4.51%
2000/3/13,"4,426.80","4,585.16","4,585.16","4,387.74",,-3.50%
2000/3/10,"4,587.16","4,586.26","4,659.72","4,549.07",,0.02%
2000/3/9,"4,586.26","4,446.48","4,587.55","4,379.60",,3.16%
2000/3/8,"4,445.68","4,409.98","4,470.28","4,266.87",,1.25%
2000/3/7,"4,390.83","4,489.49","4,560.96","4,355.61",,-1.49%
2000/3/6,"4,457.18","4,448.48","4,548.55","4,436.60",,0.32%
2000/3/3,"4,442.87","4,257.53","4,442.87","4,257.53",,4.93%
2000/3/2,"4,234.26","4,311.97","4,337.65","4,197.98",,-1.73%
2000/3/1,"4,309.01","4,275.72","4,346.41","4,269.66",,0.99%
2000/2/29,"4,266.94","4,174.75","4,269.76","4,174.75",,2.52%
2000/2/28,"4,162.13","4,178.58","4,224.95","4,024.08",,-0.39%
2000/2/25,"4,178.58","4,254.56","4,297.46","4,169.34",,-1.75%
2000/2/24,"4,253.05","4,169.66","4,253.75","4,099.39",,1.99%
2000/2/23,"4,170.09","3,966.00","4,198.16","3,966.00",,5.06%
2000/2/22,"3,969.13","3,970.53","4,001.07","3,856.02",,0.09%
2000/2/18,"3,965.75","4,130.55","4,135.60","3,959.83",,-3.87%
2000/2/17,"4,125.38","4,012.29","4,127.35","3,993.57",,3.19%
2000/2/16,"3,997.97","3,997.03","4,063.58","3,982.55",,0.02%
2000/2/15,"3,997.03","3,983.85","4,024.13","3,848.37",,0.27%
2000/2/14,"3,986.13","3,969.95","4,005.59","3,918.87",,0.43%
2000/2/11,"3,968.89","4,090.00","4,090.00","3,933.78",,-2.96%
